City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,udachny,66.4167,112.4,-33.14,100,97,1.65,RU,1711401705
367,pyin oo lwin,22.0333,96.4667,18.85,43,38,1.21,MM,1711401915
368,san rafael del sur,11.8485,-86.4384,35.54,58,13,4.45,NI,1711401916
369,tucuma,-0.1833,-50.05,26.58,88,100,1.52,BR,1711401917
370,chegdomyn,51.1167,133.0167,-19.26,98,16,0.66,RU,1711401655
371,codrington,-38.2667,141.9667,15.67,70,100,3.97,AU,1711401921
372,lubang,13.8584,120.124,26.61,78,34,8.58,PH,1711401797
373,saint-philippe,-21.3585,55.7679,23.77,77,100,7.19,RE,1711401923
374,kalmunai,7.4167,81.8167,26.15,84,20,2.31,LK,1711401924
375,energodar,47.4987,34.6574,6.55,77,100,6.48,UA,1711401926
376,kurchatov,51.6601,35.6521,2.23,96,100,4.24,RU,1711401927
377,prainha,-1.8,-53.48,23.82,98,100,0.79,BR,1711401928
378,puerto penasco,31.3167,-113.5333,18.99,53,20,5.14,MX,1711401790
379,taltal,-25.4,-70.4833,21.64,71,13,1.56,CL,1711401932
380,glens falls north,43.3351,-73.6825,7.77,29,0,1.54,US,1711401933
381,chukhloma,58.7525,42.6825,-2.17,97,90,2.24,RU,1711401934
382,banff,51.1762,-115.5698,5.21,30,100,3.6,CA,1711401936
383,mil'kovo,55.6078,37.7956,1.1,86,100,1.97,RU,1711401937
384,san carlos,9.6612,-68.5827,37.28,26,67,2.07,VE,1711401938
385,north platte,41.1239,-100.7654,-3.19,68,100,11.32,US,1711401940
386,cabo san lucas,22.8909,-109.9124,25.34,49,0,6.17,MX,1711401937
387,eyl,7.9803,49.8164,27.32,81,64,4.56,SO,1711401942
388,zheleznogorsk-ilimskiy,56.5768,104.1217,-0.35,90,100,4.02,RU,1711401943
389,keren,15.7778,38.4581,20.46,55,69,2.59,ER,1711401945
390,loch garman,52.3342,-6.4575,7.9,100,100,3.13,IE,1711401946
391,sabang,5.8933,95.3214,28.66,75,20,3.07,ID,1711401947
392,new glasgow,45.5834,-62.6486,-0.12,57,100,4.84,CA,1711401948
393,murzuq,25.9155,13.9184,22.28,15,97,4.63,LY,1711401767
394,cefalu,38.0386,14.0229,17.98,61,100,2.68,IT,1711401951
395,neyriz,29.1988,54.3278,11.76,85,87,3.61,IR,1711401952
396,levuka,50.1834,-105.4011,-2.15,29,75,5.14,CA,1711401953
397,sarikei,2.1167,111.5167,23.92,97,99,0.45,MY,1711401954
398,terrace,54.5163,-128.6035,11.95,46,75,4.63,CA,1711401955
399,merrill,45.1805,-89.6835,2.43,98,100,3.09,US,1711401956
400,antonio enes,-16.2325,39.9086,26.5,86,99,2.65,MZ,1711401958
401,turnu magurele,43.75,24.8667,6.38,60,0,7.33,RO,1711401959
402,motygino,58.1831,94.7592,0.99,97,100,5.81,RU,1711401960
403,i-n-salah,27.1935,2.4607,27.35,17,70,6.9,DZ,1711401961
404,loukhi,66.0764,33.0381,-11.95,99,95,1.41,RU,1711401962
405,inyati,-19.6756,28.8469,16.28,92,11,5.88,ZW,1711401964
406,nuuk,64.1835,-51.7216,1.34,86,75,6.71,GL,1711401826
407,kota belud,6.351,116.4305,25.19,81,100,1.79,MY,1711401967
408,goz beida,13.95,20.55,27.15,12,23,3.6,TD,1711401968
409,shady hills,28.41,-82.5429,27.92,52,75,5.14,US,1711401970
410,oranjemund,-28.55,16.4333,15.84,91,0,3.24,NA,1711401971
411,richards bay,-28.783,32.0377,21.07,89,12,3.04,ZA,1711401972
412,hithadhoo,-0.6,73.0833,29.17,69,84,1.43,MV,1711401683
413,thunder bay,48.4001,-89.3168,-1.01,86,100,9.77,CA,1711401955
414,nioki,-2.7167,17.6833,25.37,84,86,0.95,CD,1711401976
415,beyneu,45.3167,55.2,16.55,57,100,3.54,KZ,1711401977
416,altay,47.8667,88.1167,-0.2,92,100,0.87,CN,1711401978
417,freetown,8.484,-13.2299,25.79,75,13,4.01,SL,1711401695
418,lhokseumawe,5.1801,97.1507,26.59,82,88,0.77,ID,1711401981
419,usinsk,65.9939,57.5281,-16.63,83,100,5.81,RU,1711401982
420,santa flavia,38.085,13.5351,19.52,31,100,4.41,IT,1711401983
421,jequie,-13.8575,-40.0836,27.56,66,95,3.35,BR,1711401964
422,dano,11.15,-3.0667,28.27,62,98,6.4,BF,1711401985
423,hadibu,12.65,54.0333,27.39,80,28,2.64,YE,1711401986
424,impfondo,1.6381,18.0667,23.65,87,76,0.14,CG,1711401988
425,blythe,33.6103,-114.5964,22.25,20,0,4.08,US,1711401989
426,corinto,37.9407,22.9573,15.5,74,14,1.21,GR,1711401990
427,dolinsk,47.35,142.8,-6.27,68,7,6.19,RU,1711401991
428,port lincoln,-34.7333,135.8667,13.34,79,0,2.05,AU,1711401993
429,kavaratti,10.5669,72.642,28.67,69,49,3.41,IN,1711401995
430,proletariy,58.4342,31.7046,2.85,91,78,1.84,RU,1711401997
431,saint-francois,46.4154,3.9054,11.69,52,0,5.14,FR,1711401998
432,najran,17.4924,44.1277,17.36,55,81,2.46,SA,1711401999
433,klaksvik,62.2266,-6.589,-0.49,75,97,5.92,FO,1711402000
434,the pinery,39.4553,-104.7344,-2.39,81,100,4.12,US,1711402002
435,ingeniero jacobacci,-41.3427,-69.5448,24.67,25,73,7.29,AR,1711402003
436,bayganin,48.6947,55.8742,7.22,83,100,6.58,KZ,1711402004
437,hefei,31.8639,117.2808,9.01,81,100,3.0,CN,1711402006
438,vallegrande,-18.4897,-64.1069,18.53,74,51,3.2,BO,1711402007
439,floro,61.5996,5.0328,1.04,69,10,1.03,NO,1711401952
440,bantogon,6.5333,124.0333,26.36,78,100,1.57,PH,1711401799
441,chonchi,-42.6128,-73.8092,17.84,96,100,0.87,CL,1711402010
442,turpan,42.9333,89.1667,16.37,28,42,1.78,CN,1711402012
443,lorengau,-2.0226,147.2712,27.88,79,85,0.8,PG,1711402013
444,brisas de zicatela,15.8369,-97.0419,27.29,78,75,7.72,MX,1711402014
445,bardai,11.65,7.2333,26.93,8,3,3.72,NG,1711402015
446,saint john,45.2727,-66.0677,3.57,32,100,7.72,CA,1711401764
447,lazaro cardenas,17.9583,-102.2,26.38,48,100,5.19,MX,1711401874
448,mahibadhoo,3.7833,72.9667,28.86,75,100,4.42,MV,1711402019
449,port-vila,-17.7338,168.3219,27.78,78,20,6.17,VU,1711401982
450,freeport,40.6576,-73.5832,12.28,40,0,6.17,US,1711402021
451,lodja,-3.4833,23.4333,22.45,92,69,1.26,CD,1711402022
452,mucuri,-18.0864,-39.5508,26.84,79,38,3.67,BR,1711402023
453,choibalsan,48.0667,114.5,-11.43,91,100,1.31,MN,1711402025
454,petropavlovsk-kamchatsky,53.0452,158.6483,-4.67,90,75,6.71,RU,1711402026
455,alofi,-19.0595,-169.9187,28.94,79,20,3.6,NU,1711402027
456,kayangel,8.0823,134.7173,28.11,81,81,5.95,PW,1711401859
457,sivrihisar,39.4504,31.5341,2.29,81,100,5.64,TR,1711402030
458,bridlington,54.0831,-0.1919,8.9,88,100,4.92,GB,1711401946
459,caleta de carquin,-11.0925,-77.6267,24.8,77,50,4.3,PE,1711402032
460,kohtla-jarve,59.3986,27.2731,-0.16,88,85,1.03,EE,1711402033
461,akureyri,65.6835,-18.0878,-6.04,79,75,1.54,IS,1711402034
462,praia da vitoria,38.7333,-27.0667,14.31,72,75,9.49,PT,1711402036
463,suva,-18.1416,178.4415,26.71,89,75,1.03,FJ,1711402037
464,tazovsky,67.4667,78.7,-34.83,99,22,2.38,RU,1711402038
465,mondim de basto,41.4135,-7.9548,6.22,90,100,2.15,PT,1711402039
466,lucapa,-8.4192,20.7447,19.78,93,49,0.95,AO,1711402041
467,colonia,50.9333,6.95,8.43,58,0,3.09,DE,1711401838
468,port pirie,-33.1833,138.0167,14.41,71,0,2.7,AU,1711402043
469,wainwright,52.839,-110.8572,-3.15,56,100,6.83,CA,1711402044
470,kill devil hills,36.0307,-75.676,8.88,74,75,10.29,US,1711401880
471,magadan,59.5667,150.8,-11.9,89,32,1.79,RU,1711402047
472,trinity beach,-16.7888,145.6968,27.23,97,75,0.0,AU,1711402048
473,salym,60.0625,71.4789,-20.57,100,26,1.4,RU,1711402049
474,tukums,56.9669,23.1553,0.64,96,99,1.61,LV,1711401921
475,maintirano,-18.0667,44.0167,25.51,84,98,2.51,MG,1711402052
476,bubaque,11.2833,-15.8333,25.48,75,100,9.64,GW,1711402053
477,lisala,2.15,21.5167,22.87,93,95,0.51,CD,1711402054
478,booue,-0.0921,11.9385,23.95,92,94,0.95,GA,1711402055
479,el porvenir,13.7617,-87.3458,33.63,49,97,1.91,HN,1711401956
480,riverton,40.5219,-111.9391,9.24,58,75,5.14,US,1711402054
481,leskovac,42.9981,21.9461,3.77,74,28,1.69,RS,1711402059
482,villa gesell,-37.2639,-56.973,17.25,70,100,4.47,AR,1711402060
483,vavuniya,8.7514,80.4971,21.21,96,2,1.28,LK,1711402062
484,rampur,28.8167,79.0333,20.38,28,2,3.47,IN,1711402063
485,hanzhong,33.0728,107.0303,13.89,69,100,1.17,CN,1711402064
486,alachua,29.7086,-82.3332,24.87,55,40,8.23,US,1711402065
487,palmi,38.3653,15.8615,15.35,76,98,5.26,IT,1711402067
488,iwanuma,38.1047,140.8594,9.4,86,100,4.17,JP,1711402068
489,cumberland,35.0502,-78.8664,17.28,44,0,3.6,US,1711402069
490,xapuri,-10.6517,-68.5044,27.52,92,94,0.87,BR,1711402070
491,los alamos,35.8881,-106.307,6.13,77,100,4.12,US,1711402044
492,puerto gaitan,4.3133,-72.0816,36.92,32,78,2.34,CO,1711402073
493,kerikeri,-35.2268,173.9474,18.28,94,14,0.45,NZ,1711402074
494,isabela,6.7085,121.9711,24.03,83,57,0.89,PH,1711402075
495,flores da cunha,-29.0289,-51.1817,21.44,65,13,1.99,BR,1711401973
496,kolonia,50.9333,6.95,8.43,58,0,3.09,DE,1711401838
497,san patricio,28.017,-97.5169,28.92,28,83,7.28,US,1711402078
498,kinablangan,7.6947,126.5503,25.11,88,82,1.4,PH,1711402080
499,mejit,10.2753,170.8646,26.94,78,96,8.89,MH,1711402081
500,yanchep,-31.55,115.6833,16.79,42,0,1.9,AU,1711402082
501,ystalyfera,51.7672,-3.7808,8.7,75,100,7.3,GB,1711402083
502,newman,37.3138,-121.0208,18.92,57,48,1.79,US,1711402084
503,el charco,2.4769,-78.1105,27.13,87,100,2.57,CO,1711402086
504,nizhniye vyazovyye,55.7988,48.5248,1.48,97,100,2.08,RU,1711402087
505,puerto deseado,-47.7503,-65.8938,18.1,57,100,8.76,AR,1711402088
506,bei'an,24.5399,109.533,16.19,76,20,4.79,CN,1711402089
507,beni,0.5,29.4667,17.94,98,100,0.99,CD,1711402091
508,leua,48.2156,18.6071,4.72,72,4,0.91,SK,1711402092
509,severo-yeniseyskiy,60.3725,93.0408,-5.24,95,100,4.47,RU,1711402093
510,barra de santo antonio,-9.4047,-35.5072,27.6,77,100,4.96,BR,1711402094
511,korla,41.7597,86.1469,10.54,40,0,2.15,CN,1711402095
512,nago,26.5881,127.9761,23.47,93,88,5.82,JP,1711402097
513,coahuayana de hidalgo,18.7,-103.6583,28.8,37,100,4.24,MX,1711402098
514,tsiombe,-25.3,45.4833,21.8,74,35,6.99,MG,1711402099
515,burley,42.5357,-113.7928,8.98,30,75,7.72,US,1711401926
516,belyy yar,53.6039,91.3903,1.94,69,0,5.0,RU,1711402102
517,figuig (centre),32.1089,-1.2286,16.48,28,41,5.39,MA,1711402103
518,shakiso,5.75,38.9167,16.05,96,93,1.28,ET,1711402104
519,soio,-6.1349,12.3689,27.79,85,33,2.89,AO,1711402105
520,constantia,44.1833,28.65,5.39,81,73,6.59,RO,1711402026
521,mojacar,37.1214,-1.8552,15.22,67,73,7.28,ES,1711402109
522,uliastay,47.7417,96.8444,-9.28,82,74,2.77,MN,1711402110
523,camiri,-20.05,-63.5167,29.88,54,40,1.54,BO,1711402111
524,lezignan-corbieres,43.1976,2.7614,11.91,77,100,4.47,FR,1711401964
525,oshakati,-17.7833,15.6833,27.81,36,11,2.75,NA,1711402114
526,alaghsas,17.0187,8.0168,26.24,9,15,5.37,NE,1711402115
527,oriximina,-1.7656,-55.8661,25.33,88,100,0.69,BR,1711402117
528,yugo-kamskiy,57.7053,55.5894,2.01,97,100,4.05,RU,1711402118
529,al aaroui,35.0118,-3.0045,17.14,55,75,2.57,MA,1711402119
530,port hedland,-20.3167,118.5667,25.03,73,75,3.09,AU,1711402120
531,hollywood,34.0983,-118.3267,22.09,47,0,6.17,US,1711401886
532,shakawe,-18.3667,21.85,23.01,50,41,1.85,BW,1711402122
533,sola,-13.8833,167.55,27.37,83,75,0.0,VU,1711402124
534,pisco,-13.7,-76.2167,28.03,61,20,9.26,PE,1711402125
535,aswan,24.0934,32.907,18.72,24,0,4.65,EG,1711402126
536,mulchen,-37.7167,-72.2333,27.92,38,49,3.38,CL,1711401963
537,sinop,41.7711,34.8709,5.33,89,100,3.49,TR,1711402021
538,gulf shores,30.246,-87.7008,21.3,72,100,9.77,US,1711402130
539,conception bay south,47.4999,-52.9981,-0.81,67,100,2.76,CA,1711402131
540,plettenberg bay,-34.0527,23.3716,18.78,96,100,1.82,ZA,1711402132
541,tofol,5.3248,163.0078,28.19,80,51,7.37,FM,1711402133
542,dalandzadgad,43.5708,104.425,3.59,38,0,3.78,MN,1711402135
543,kant,27.8,79.8,21.6,25,0,3.43,IN,1711402136
544,acapulco de juarez,16.8634,-99.8901,25.9,69,20,9.26,MX,1711402241
545,natchez,31.5604,-91.4032,22.69,78,100,11.83,US,1711402185
546,changling,44.2653,124.0005,-0.38,42,32,1.85,CN,1711402244
547,fukuecho,32.6881,128.8419,13.74,91,100,14.08,JP,1711402245
548,mitu,1.1983,-70.1733,30.3,64,66,0.36,CO,1711402246
549,oulu,65.0124,25.4682,-6.55,35,100,1.54,FI,1711402247
550,atar,20.5169,-13.0499,22.82,32,0,2.28,MR,1711402248
551,reggane,26.7158,0.1714,24.65,19,0,5.91,DZ,1711402249
552,pader,3.05,33.2167,22.51,78,90,0.44,UG,1711402251
553,ketchikan,55.3422,-131.6461,7.26,93,100,4.63,US,1711402252
554,salavan,15.7167,106.4167,27.26,65,100,1.14,LA,1711402253
555,miranda,3.2499,-76.2281,28.54,77,79,0.76,CO,1711402172
556,higuera de zaragoza,25.95,-109.2833,21.96,42,4,5.95,MX,1711402256
557,sao jose da coroa grande,-8.8978,-35.1478,27.68,77,85,4.04,BR,1711402257
